# root_node:14742
# size:100
2698|22594|-1
2734|29697|-1
2734|32184|-1
2734|62731|-1
6122|2698|-1
6122|14513|-1
6122|15140|-1
6122|26946|-1
6122|27316|-1
6122|31871|-1
6122|36634|-1
6122|53262|-1
7181|29393|-1
12184|29332|-1
13478|46324|-1
14742|63|-1
14742|2734|-1
14742|3455|-1
14742|3846|-1
14742|7423|-1
14742|10493|-1
14742|12184|-1
14742|13478|-1
14742|13797|-1
14742|13896|-1
14742|14136|-1
14742|14729|-1
14742|17113|-1
14742|17168|-1
14742|18438|-1
14742|18908|-1
14742|19479|-1
14742|19521|-1
14742|19592|-1
14742|19791|-1
14742|21547|-1
14742|26448|-1
14742|26654|-1
14742|26941|-1
14742|30482|-1
14742|31961|-1
14742|32117|-1
14742|32826|-1
14742|33251|-1
14742|33292|-1
14742|36116|-1
14742|40083|-1
14742|40368|-1
14742|40596|-1
14742|40602|-1
14742|41231|-1
14742|46461|-1
14742|54396|-1
14742|55232|-1
14742|63037|-1
17113|5036|-1
17113|11180|-1
17113|11850|-1
17113|14729|-1
17113|32622|-1
17113|33574|-1
17113|40733|-1
17113|46762|-1
19479|2723|-1
19479|12027|-1
19479|25955|-1
19479|30036|-1
19479|46114|-1
19479|49362|-1
19479|393463|-1
19685|36019|-1
21547|7883|-1
21547|17152|-1
21547|18694|-1
21547|18803|-1
21547|27516|-1
21547|33156|-1
21547|33728|-1
21547|36501|-1
21547|46188|-1
21547|53519|-1
21547|54181|-1
29697|201751|-1
30036|6122|-1
30036|6141|-1
30036|14010|-1
30036|19685|-1
30036|27499|-1
30036|31871|-1
30036|40197|-1
30036|46115|-1
30036|46755|-1
30036|46925|-1
30036|54119|-1
30036|54860|-1
30036|55146|-1
30036|62920|-1
30036|63275|-1
30036|393296|-1
32622|33399|-1
33251|7181|-1
