# root_node:20388
# size:2943
1|11537|0
1|21616|-1
3|293|0
4|24863|-1
4|29076|-1
4|45664|-1
24|293|0
24|7575|0
24|10343|-1
24|11537|0
24|22388|0
38|1224|0
42|27|-1
42|187|-1
42|293|0
42|715|-1
42|1103|0
42|1853|0
42|1916|0
42|2603|0
42|3333|0
42|6720|0
42|7500|0
42|7575|0
42|8492|0
42|11039|0
42|11096|0
42|11686|0
42|16668|-1
42|20144|-1
42|25152|0
42|27678|-1
42|29076|0
42|32978|-1
42|52306|-1
47|7575|0
55|46274|-1
57|217|-1
57|1998|-1
57|2698|-1
57|3807|-1
57|6263|-1
57|7973|-1
57|8148|-1
57|14763|-1
57|18454|-1
57|19782|0
57|20125|-1
57|26557|-1
57|32907|-1
57|33189|-1
57|33455|-1
57|33692|-1
57|36784|-1
57|40387|0
59|293|0
59|513|0
70|393689|-1
81|6559|-1
81|10952|-1
81|11442|-1
81|11540|-1
81|11777|-1
81|13371|-1
81|17031|-1
81|18538|-1
81|19718|-1
81|22854|-1
81|26741|-1
81|27446|-1
81|29901|-1
81|32417|-1
81|32711|-1
81|33401|-1
81|36850|-1
81|40245|-1
81|46255|-1
81|46963|-1
81|53785|-1
81|54640|-1
101|73|-1
101|293|0
101|2603|0
101|3401|-1
101|3428|-1
101|3807|-1
101|4193|-1
101|7575|0
101|7774|-1
101|10430|-1
101|11537|0
101|11649|-1
101|11956|-1
101|13476|-1
101|14221|-1
101|14954|-1
101|15307|-1
101|17200|-1
101|18856|-1
101|22388|0
101|25845|-1
101|40272|-1
101|53952|-1
112|6509|0
112|7575|0
137|2596|-1
137|2597|-1
137|8978|-1
137|16004|-1
137|29609|-1
137|31638|-1
137|35110|-1
137|42165|-1
137|47630|-1
137|49976|-1
137|50112|-1
137|51708|-1
137|197440|-1
137|199342|-1
156|47065|-1
160|293|0
194|14934|-1
194|39990|-1
210|6510|-1
210|11663|-1
210|17055|-1
210|26046|-1
224|3943|-1
224|33079|-1
224|50270|-1
224|58302|-1
224|59863|-1
226|4|-1
226|31|-1
226|47|-1
226|85|-1
226|127|-1
226|293|0
226|3659|-1
226|5108|-1
226|5726|-1
226|7397|-1
226|7575|0
226|11162|-1
226|11756|-1
226|12148|-1
226|14486|-1
226|16573|-1
226|25789|-1
226|27609|-1
226|62552|-1
226|62988|-1
237|229|-1
237|231|-1
237|293|0
237|1432|-1
237|1638|-1
237|11494|-1
237|19106|-1
237|19782|0
237|20039|-1
237|20379|-1
237|25609|-1
237|27274|-1
237|30154|-1
237|32285|-1
237|36375|-1
237|40387|0
237|40684|-1
237|46119|-1
237|46417|-1
237|46418|-1
237|46419|-1
237|46420|-1
237|46871|-1
237|46970|-1
237|47052|-1
237|53263|-1
237|393474|-1
237|393581|-1
237|393665|-1
270|372|-1
270|1202|-1
270|1843|-1
270|12819|-1
271|4476|-1
271|11105|-1
271|13764|-1
271|16462|-1
271|20144|-1
271|25689|0
271|26415|-1
271|36391|-1
271|393249|-1
278|3640|0
278|28550|0
278|262920|0
292|45|-1
293|16|-1
293|43|-1
293|44|-1
293|45|-1
293|50|-1
293|68|-1
293|291|-1
293|292|-1
293|297|0
293|377|-1
293|683|-1
293|1224|0
293|2603|0
293|2640|-1
293|2936|-1
293|3152|-1
293|3380|-1
293|3424|-1
293|3428|-1
293|3431|-1
293|3443|-1
293|3562|-1
293|3671|-1
293|3676|0
293|3970|-1
293|5050|0
293|5078|0
293|6406|-1
293|6509|0
293|7500|0
293|7575|0
293|7610|0
293|8674|0
293|10490|0
293|10578|0
293|10702|-1
293|10764|0
293|11096|0
293|11537|0
293|11678|-1
293|14041|0
293|16411|-1
293|17579|0
293|19782|0
293|20940|0
293|20965|0
293|22388|0
293|23911|0
293|24167|0
293|26498|0
293|27750|0
293|40387|0
293|54297|-1
297|24|-1
297|41|-1
297|127|-1
297|270|-1
297|372|-1
297|513|0
297|771|-1
297|1202|-1
297|1254|-1
297|1316|-1
297|1701|-1
297|1749|-1
297|1843|-1
297|2143|-1
297|7847|-1
297|7872|-1
297|10343|-1
297|10490|0
297|11537|0
297|20965|0
297|22767|-1
297|31951|-1
376|566|-1
