# root_node:2510
# size:9785
1|21616|-1
4|24863|-1
4|29076|-1
4|45664|-1
5|262659|-1
42|27|-1
42|187|-1
42|715|-1
42|1267|0
42|1916|0
42|3741|0
42|4589|0
42|4608|0
42|4637|0
42|4739|0
42|5413|0
42|7575|0
42|7631|0
42|8492|0
42|8928|0
42|9266|0
42|9304|0
42|9505|0
42|10026|0
42|11666|0
42|14361|0
42|14537|0
42|16668|-1
42|20144|-1
42|23673|0
42|24093|0
42|24130|0
42|25152|0
42|27678|-1
42|29076|0
42|32978|-1
42|36351|0
42|37105|0
42|38809|0
42|45177|0
42|52306|-1
42|58511|0
42|132132|0
109|24093|0
109|38809|0
112|4739|0
112|7575|0
112|7631|0
112|9304|0
112|58511|0
173|2511|-1
278|3640|0
278|28550|0
278|262920|0
558|1613|-1
558|4213|-1
558|4739|0
558|7575|0
558|7768|-1
558|10026|0
558|11323|-1
558|11666|0
558|11817|-1
558|14393|-1
558|16653|-1
558|17240|-1
558|22338|-1
558|31815|-1
558|31978|-1
558|36351|0
558|36504|-1
558|45177|0
558|46318|-1
558|46649|-1
558|46784|-1
558|47074|-1
558|54130|-1
703|109|-1
703|173|-1
703|705|-1
703|1221|0
703|1689|-1
703|2764|0
703|3573|-1
703|3620|-1
703|3738|-1
703|4249|-1
703|4637|0
703|4642|-1
703|4648|0
703|4739|0
703|4781|-1
703|7160|-1
703|7430|-1
703|7575|0
703|7704|-1
703|7722|-1
703|9229|-1
703|9241|-1
703|9466|-1
703|9468|-1
703|9502|-1
703|9555|-1
703|9660|-1
703|9878|-1
703|10026|0
703|10098|-1
703|10100|-1
703|10361|-1
703|12234|-1
703|12257|-1
703|12701|-1
703|12740|-1
703|13530|-1
703|13778|-1
703|14163|-1
703|16037|-1
703|16477|-1
703|16638|-1
703|16875|-1
703|17003|-1
703|17732|-1
703|18108|-1
703|18994|-1
703|19512|-1
703|21551|-1
703|21595|-1
703|23148|0
703|23740|-1
703|23744|-1
703|23749|-1
703|23920|-1
703|23992|-1
703|24010|-1
703|24304|-1
703|26395|-1
703|27343|-1
703|29874|-1
703|31515|-1
703|31747|-1
703|32053|-1
703|32528|-1
703|32745|-1
703|32906|-1
703|36032|-1
703|37996|-1
703|38238|-1
703|38260|-1
703|38551|-1
703|38578|-1
703|40703|-1
703|45161|-1
703|45244|-1
703|45346|-1
703|45347|-1
703|45562|-1
703|45640|-1
703|45666|-1
703|45755|-1
703|45956|-1
703|55346|-1
703|55348|-1
703|55940|-1
703|56080|-1
703|58414|-1
703|59241|-1
703|59252|-1
703|59449|-1
703|131280|-1
703|132868|-1
714|1267|0
714|1916|0
714|4445|-1
714|4589|0
714|4739|0
714|5413|0
714|6185|-1
714|7575|0
714|8928|0
714|9266|0
714|9304|0
714|9505|0
714|10026|0
714|24093|0
714|25152|0
714|36351|0
714|58511|0
714|132132|0
715|54390|-1
1221|109|-1
1221|1421|-1
1221|1828|-1
1221|1851|-1
1221|2687|0
1221|2764|-1
1221|2823|-1
1221|3573|-1
1221|4608|-1
1221|4653|-1
1221|4764|-1
1221|4809|0
1221|4825|-1
1221|6507|-1
1221|7474|0
1221|7486|-1
1221|7543|-1
1221|7550|-1
1221|7575|-1
1221|7583|-1
1221|7598|-1
1221|9313|-1
1221|9342|-1
1221|9408|-1
1221|9426|-1
1221|9435|-1
1221|9443|-1
1221|9463|-1
1221|9518|-1
1221|9544|-1
1221|9564|-1
1221|9667|-1
1221|9746|-1
1221|9797|-1
1221|9878|-1
1221|10023|-1
1221|10026|0
1221|10105|-1
1221|10143|-1
1221|10221|-1
1221|10235|-1
1221|10940|-1
1221|12076|-1
1221|13335|-1
1221|13720|-1
1221|14294|0
1221|15133|-1
1221|16509|0
1221|16625|-1
1221|16838|-1
1221|16839|0
1221|17434|-1
1221|17457|-1
1221|17654|-1
1221|17732|-1
1221|17756|-1
1221|17802|-1
1221|17889|-1
1221|17899|-1
1221|17906|-1
1221|17928|-1
1221|18055|-1
1221|18117|-1
1221|18191|-1
1221|18192|-1
1221|18248|-1
1221|18291|-1
